PreciseMDX Introduces New End-To-End Digital Health Platform That Automates And Simplifies Diagnostic Testing Experience,https://www.laboratorynetwork.com/doc/precisemdx-introduces-health-platform-that-automates-and-simplifies-diagnostic-testing-experience-0001,8/30/2021,"PreciseMDX, the leading end-to-end digital health platform, introduces a cloud-based solution that automates and simplifies the diagnostic testing experience, empowering labs to deliver a transformative journey to providers and patients."
"NIA Acquires PCR Machine, Alexandra Hospital Now Equipped To Do COVID-19 Testing",https://www.laboratorynetwork.com/doc/nia-acquires-pcr-machine-alexandra-hospital-now-equipped-to-do-covid-testing-0001,8/27/2021,The Nevis Island Administration (NIA) has secured a polymerase chain reaction (PCR) machine that will allow for COVID-19 testing to be carried out at the Alexandra Hospital laboratory on Nevis.
Biodesix DeSoto Laboratory Receives Both ISO 13485:2016 Certification And Accreditation From The College Of American Pathologists,https://www.laboratorynetwork.com/doc/biodesix-desoto-laboratory-both-iso-certification-accreditation-college-american-pathologists-0001,8/25/2021,"Biodesix, Inc. Today Biodesix announced that the Accreditation Committee of the College of American Pathologists (CAP) and British Standards Institute (BSI) on behalf of International Organization for Standardization (ISO) recently awarded both CAP accreditation and ISO 13485:2016 certification to the Biodesix Laboratory located in DeSoto, Kansas, based on results of two independent inspections conducted by CAP and BSI inspectors."
"Efficient, Low Maintenance Evaporator",https://www.laboratorynetwork.com/doc/efficient-low-maintenance-evaporator-0001,8/25/2021,Porvair Sciences announces that its Ultravap Mistral XT 150 blowdown evaporator is now able to operate at temperatures up to 80°C thereby significantly increasing the rate of evaporation of both organic solvents and aqueous solutions.
BD Launches Fully Automated High-Throughput Molecular Diagnostic Platform For U.S. Laboratories,https://www.laboratorynetwork.com/doc/bd-launches-fully-automated-high-throughput-molecular-diagnostic-platform-for-u-s-laboratories-0001,8/25/2021,"BD (Becton, Dickinson and Company) (NYSE: BDX), a leading global medical technology company, today announced that it has launched a new, fully automated high-throughput diagnostic system using robotics and sample management software algorithms to set a new standard in automation for infectious disease molecular testing in core laboratories and other centralized laboratories in the United States."
Accenture Makes Strategic Investment In ixlayer To Expand Access To Virtual Diagnostic Health Testing,https://www.laboratorynetwork.com/doc/accenture-makes-strategic-investment-in-ixlayer-to-expand-access-to-virtual-diagnostic-health-testing-0001,8/24/2021,"Accenture has made a strategic investment, through Accenture Ventures, in ixlayer, a provider of technology-based solutions for diagnostic testing. The company’s telehealth platform allows players across the healthcare ecosystem to offer convenient and scalable health testing in a virtual environment."
QIAGEN Reaches Milestone With Its Kits Used To Process More Than Three Billion Biological Samples To Date,https://www.laboratorynetwork.com/doc/qiagen-reaches-milestone-with-its-kits-used-to-process-more-than-three-billion-biological-samples-to-date-0001,8/23/2021,"QIAGEN N.V.  today announced that the number of biological samples processed with consumables kits has passed the three billion mark – a record that underlines its leadership in enabling molecular laboratories to gain valuable insights in research, combatting diseases and forensics."
Todos Medical Completes Validation Of cPass Neutralizing Antibody Blood Test At Provista Diagnostics To Quantify And Monitor Key Biomarkers Of COVID-19 Immunity,https://www.laboratorynetwork.com/doc/todos-medical-completes-validation-at-provista-diagnostics-to-quantify-covid-immunity-0001,8/23/2021,"Todos Medical, Ltd. (OTCQB: TOMDF), a comprehensive medical diagnostics and related solutions company, today announced that its CLIA/CAP certified lab Provista Diagnostics has successfully completed the validation studies required to put the cPass Neutralizing Antibody Blood Test into production and expects to launch cPass in September 2021."
Immunexpress Announces SeptiCyte® RAPID Testing For Paediatric Sepsis,https://www.laboratorynetwork.com/doc/immunexpress-announces-septicyte-rapid-testing-for-paediatric-sepsis-0001,8/23/2021,"Immunexpress, Pty Ltd, a molecular diagnostic company founded in Brisbane, today announced that the SeptiCyte® RAPID test will be evaluated in the diagnosis of paediatric sepsis in Queensland children."
Xybion Launches Digital Pathology For Research And Development,https://www.laboratorynetwork.com/doc/xybion-launches-digital-pathology-for-research-and-development-0001,8/23/2021,"Xybion Corporation, a global low-code SaaS company that enables digital transformation in highly regulated industries including Life Sciences announced the release of Pristima XD Digital Pathology."
"Genetron Health Reaches Strategic Partnership With Yikon Genomics, Expanding S5 Platform’s Reach To Reproductive Health Field",https://www.laboratorynetwork.com/doc/genetron-health-reaches-strategic-partnership-with-yikon-genomics-expanding-s-platform-s-reach-to-reproductive-health-field-0001,8/23/2021,"Genetron Holdings Limited (“Genetron Health” or the “Company”, NASDAQ: GTH), a leading precision oncology platform company in China that specializes in offering molecular profiling tests, early cancer screening products and companion diagnostics development, today announced the signing of a strategic partnership with Shanghai Yikon Genomics Technology Co., Ltd. (“Yikon Genomics”), a company that focuses on reproductive health diagnostic testing."
Mitra Specimen Collection Devices Now Registered In China,https://www.laboratorynetwork.com/doc/mitra-specimen-collection-devices-now-registered-in-china-0001,8/19/2021,The Mitra® microsampling device from US-based Neoteryx is now registered as a Class I in vitro diagnostic (IVD) medical device with the Chinese Health Authority in China.
Highly Efficient Exosome Isolation & Purification Tools,https://www.laboratorynetwork.com/doc/highly-efficient-exosome-isolation-purification-tools-0001,8/17/2021,"AMSBIO is a knowledgeable supplier of products dedicated to exosome research that includes high quality reagents and kits that are quick, affordable and easy to use."
Karius Receives New York State Permit For Its Liquid Biopsy Test To Detect Infectious Diseases,https://www.laboratorynetwork.com/doc/karius-receives-new-york-state-permit-for-its-liquid-biopsy-test-to-detect-infectious-diseases-0001,8/17/2021,"Karius, the world leader in liquid biopsy for infectious diseases, has received approval from the New York State Department of Health's Clinical Laboratory Evaluation Program (CLEP) for its Karius Test for pathogen detection."
SpeeDx Expand SARS-CoV-2 Variant Analysis Pipeline,https://www.laboratorynetwork.com/doc/speedx-expand-sars-cov-variant-analysis-pipeline-0001,8/17/2021,"SpeeDx Pty. Ltd., a developer of innovative molecular diagnostic solutions, have expanded their product line of research reagents for COVID-19 variant analysis to include a mutation connected to the SARS-CoV-2 Delta variant of concern (VOC)."
Mirion Launches Lab-Pulse Internet Of Things Enabled Services For High Purity Germanium Systems,https://www.laboratorynetwork.com/doc/mirion-launches-lab-pulse-internet-enabled-services-for-high-purity-germanium-systems-0001,8/16/2021,"Mirion Technologies, Inc. (“Mirion”), a leading provider of detection, measurement, analysis and monitoring solutions to the nuclear, defense, medical and research end markets, today announced the launch of Mirion Lab-Pulse Services (“LabPulse Services”), a comprehensive value-based Internet of Things offering for High Purity Germanium systems to improve count room and laboratory uptime."
Fujifilm And ScreenPoint Medical Partner To Offer Providers With An AI Solution Designed For Early Breast Cancer Detection,https://www.laboratorynetwork.com/doc/fujifilm-and-screenpoint-medical-an-ai-solution-designed-for-early-breast-cancer-detection-0001,8/16/2021,"FUJIFILM Medical Systems U.S.A., Inc., a leading provider of diagnostic imaging and medical informatics solutions, today announced that its ASPIRE Cristalle mammography system with digital breast tomosynthesis (DBT) now offers ScreenPoint Medical’s new, FDA cleared Transpara powered by Fusion AI for 2D and 3D mammography in the United States."
BioReference Laboratories Acquires U.S. Ariosa Centralized Laboratory Prenatal Testing Business,https://www.laboratorynetwork.com/doc/bioreference-laboratories-acquires-u-s-ariosa-centralized-laboratory-prenatal-testing-business-0001,8/16/2021,"BioReference Laboratories, Inc., an OPKO Health company (NASDAQ:OPK), today announced the acquisition of the U.S. Ariosa centralized laboratory prenatal testing business from Roche."
Thermo Fisher Scientific Collaborates With ChromSword To Deliver Rapid Automated HPLC And UHPLC Method Development System,https://www.laboratorynetwork.com/doc/thermo-fisher-scientific-collaborates-to-deliver-rapid-automated-hplc-and-uhplc-system-0001,8/16/2021,"Thermo Fisher Scientific, the world leader in serving science, and ChromSword, a provider of innovative software products, have collaborated to launch an automated high performance liquid chromatography (HPLC) and ultra-high performance liquid chromatography (UHPLC) method development system that enables chromatographers to deliver robust and validated methods in less time and with higher confidence."
AmoyDx® Pan Lung Cancer PCR Panel Receives MHLW Approval As Companion Diagnostic For TEPMETKO® (tepotinib),https://www.laboratorynetwork.com/doc/amoydx-pan-lung-cancer-pcr-panel-receives-mhlw-approval-as-companion-diagnostic-for-tepmetko-tepotinib-0001,8/16/2021,"Riken Genesis Co., Ltd., Amoy Diagnostics Co., Ltd., (“AmoyDx”) and Precision Medicine Asia Co., Ltd. (“PREMIA”) today announced that the Ministry of Health, Labour and Welfare (MHLW) has approved the AmoyDx® Pan Lung Cancer PCR Panel (the “AmoyDx PLC Panel”) as a companion diagnostic for TEPMETKO® (tepotinib) a Merck KGaA, Darmstadt, Germany product that received approval by the Japanese MHLW in March 2020."
"Aditxt, Inc. And Great Lakes Medical Laboratory Launch AditxtScore For COVID-19 In State Of Michigan As A Personalized Approach To Addressing COVID-19 Pandemic",https://www.laboratorynetwork.com/doc/aditxt-inc-great-lakes-medical-laboratory-launch-covid-as-a-personalized-approach-pandemic-0001,8/11/2021,"Aditxt, Inc., a biotech innovation company with a mission to improve the health of the immune system, today announced a partnership with Great Lakes Medical Laboratory, Inc. (GLML), a full-service medical reference laboratory, to offer its AditxtScore for COVID-19 throughout the State of Michigan."
New BD Benchtop Cell Analyzer Enhances Laboratory Access And Accelerates Scientific Research,https://www.laboratorynetwork.com/doc/new-bd-benchtop-cell-analyzer-enhances-laboratory-access-and-accelerates-scientific-research-0001,8/11/2021,"BD (Becton, Dickinson and Company) (NYSE: BDX), a leading global medical technology company, today announced the launch of a new benchtop cell analyzer that brings sophisticated flow cytometry capabilities to laboratories of all sizes."
Genetron Health Tops NCCL’s External Quality Assessment Of NGS-Based Comprehensive Genomic Profiling For Solid Tumors With Full Marks,https://www.laboratorynetwork.com/doc/genetron-health-tops-nccl-s-external-quality-assessment-of-ngs-based-comprehensive-genomic-profiling-for-solid-tumors-with-full-marks-0001,8/11/2021,"Genetron Holdings Limited (“Genetron Health” or the “Company”, NASDAQ: GTH), a leading precision oncology platform company in China that specializes in offering molecular profiling tests, early cancer screening products and companion diagnostics development, today announced that its Beijing clinical laboratory has received full marks under the National Center for Clinical Laboratories’ (“NCCL”) first nationwide, external quality assessment (“EQA”) of NGS-based comprehensive genomic profiling for solid tumors."
SYNLAB And IATA Partner To Facilitate Safe & Easy Travelling,https://www.laboratorynetwork.com/doc/synlab-and-iata-partner-to-facilitate-safe-easy-travelling-0001,8/11/2021,"SYNLAB to securely share certified COVID-19 test results with passengers directly through IATA Travel Pass, providing reliable digital proof on health status as international travel increases."
PAVmed Subsidiary Lucid Diagnostics Launches First Lucid Test Centers,https://www.laboratorynetwork.com/doc/pavmed-subsidiary-lucid-diagnostics-launches-first-lucid-test-centers-0001,8/10/2021,"PAVmed Inc. (the “Company” or “PAVmed”), a highly differentiated, multi-product, commercial-stage medical technology company, today announced that its majority owned subsidiary Lucid Diagnostics Inc. (“Lucid”) has begun testing patients referred by primary care physicians (“PCPs”) at three Lucid Test Centers in the Phoenix metropolitan area."
StatLab Medical Products Acquires Pyramid Innovation,https://www.laboratorynetwork.com/doc/statlab-medical-products-acquires-pyramid-innovation-0001,8/10/2021,"StatLab Medical Products (“StatLab”), a leading developer and manufacturer of diagnostic supplies and equipment for the anatomic pathology market, has acquired Pyramid Innovation (“Pyramid”)."
INDICAID™ COVID-19 Rapid Antigen Test Receives Emergency Use Authorization From The U.S. Food And Drug Administration,https://www.laboratorynetwork.com/doc/indicaid-covid-rapid-antigen-emergency-use-authorization-u-s-food-and-drug-administration-0001,8/10/2021,"PHASE Scientific International LTD (PHASE Scientific), a high-growth biotech company founded by bioengineers from UCLA, today announced that its INDICAID™ COVID-19 Rapid Antigen Test (INDICAID) received Emergency Use Authorization (EUA) from the U.S. Food and Drug Administration (FDA) on July 29, 2021."
Fulgent Genetics And Helio Health Announce Strategic Partnership To Commercialize Early Cancer Detection Tests,https://www.laboratorynetwork.com/doc/fulgent-genetics-and-helio-health-announce-strategic-cancer-detection-tests-0001,8/9/2021,"Fulgent Genetics, Inc. (“Fulgent” or the “Company”), a technology-based genetic testing company focused on transforming patient care in oncology, infectious and rare diseases, and reproductive health, and Helio Health (“Helio”), an AI-biotechnology company developing blood-based early cancer detection tests, today announced the companies have entered into a strategic partnership to commercialize Helio’s blood-based early cancer detection tests."
Dalrada Health And Vivera Pharmaceuticals Announce New Diagnostic Laboratory Joint Venture,https://www.laboratorynetwork.com/doc/dalrada-health-and-vivera-pharmaceuticals-announce-new-diagnostic-laboratory-joint-venture-0001,8/9/2021,"To address the ongoing demand for COVID-19 testing and to catalyze safe return of the workforce, Dalrada Corporation is excited to announce that its subsidiary, Dalrada Health, entered into a joint venture partnership with Vivera Pharmaceutical, Inc. (“Vivera”) to form Pala Diagnostics, LLC (“Pala Diagnostics”)."
Thermo Fisher Scientific Updates Customizable TaqMan SARS-CoV-2 Mutation Panel To Detect Delta And Lambda Variants,https://www.laboratorynetwork.com/doc/thermo-fisher-scientific-updates-customizable-taqman-sars-cov-delta-and-lambda-variants-0001,8/9/2021,"Thermo Fisher Scientific, the world leader in serving science, today announced it has updated its Applied Biosystems TaqMan SARS-CoV-2 Mutation Panel to detect the Delta and Lambda strains."
New Device Can Diagnose Covid-19 From Saliva Samples,https://www.laboratorynetwork.com/doc/new-device-can-diagnose-covid-from-saliva-samples-0001,8/6/2021,"Engineers at MIT and Harvard University have designed a small tabletop device that can detect SARS-CoV-2 from a saliva sample in about an hour. In a new study, they showed that the diagnostic is just as accurate as the PCR tests now used."
Ortho Clinical Diagnostics Expands COVID-19 Test Offerings With Emergency Use Authorization (EUA) Of Total Nucleocapsid Antibody Test,https://www.laboratorynetwork.com/doc/ortho-clinical-diagnostics-expands-covid-test-offerings-with-emergency-use-nucleocapsid-antibody-test-0001,8/5/2021,"Ortho Clinical Diagnostics (Nasdaq: OCDX), one of the world's largest pure-play in vitro diagnostics companies, today announced its qualitative COVID-19 Total N antibody test received U.S. Food and Drug Administration EUA."
Next Generation Automation Lab Achieves Huge Productivity Gains,https://www.laboratorynetwork.com/doc/next-generation-automation-lab-achieves-huge-productivity-gains-0001,8/5/2021,"Eli Lilly and Company and their industry partners, including sample management specialists – Ziath, are speeding the discovery of new medicines through the fully automated Lilly Life Sciences Studio (L2S2) lab in San Diego, USA."
"Immunovia, Inc. Receives Approval To Begin Testing Patients For Pancreatic Cancer With The IMMray™ PanCan-d Test",https://www.laboratorynetwork.com/doc/immunovia-inc-receives-approval-to-begin-testing-patients-for-pancreatic-cancer-d-test-0001,8/4/2021,"Immunovia AB (publ) (""Immunovia""), a diagnostic company that develops highly accurate blood tests for the early detection of cancer and autoimmune diseases, today announced that Immunovia, Inc. has received final approval to begin patient testing for the IMMray PanCan-d test - the first blood test on the market dedicated to the early detection of pancreatic cancer."
"Mel-Mont Medical Announces The Validation Of Its Patented Self-Sampling Technology, Mía By XytoTest®, For Molecular Screening Using HPV-DNA And 7-Type mRNA E6/E7",https://www.laboratorynetwork.com/doc/mel-mont-medical-validation-of-its-patented-mia-by-xytotest-hpv-dna-and-type-mrna-e-e-0001,8/4/2021,"Mel-Mont Medical, a boutique medical device and technology company dedicated to improving women's health through the use of its DNA and mRNA patented self-sampling screening kit, Mia by XytoTest®, receives clinical validation as being equally effective to clinician-collected sampling."
Empower Clinics Completes Landmark Kai Laboratory Expansion,https://www.laboratorynetwork.com/doc/empower-clinics-completes-landmark-kai-laboratory-expansion-0001,8/4/2021,"Empower Clinics Inc. (""Empower"" or the ""Company"") an integrated healthcare company - serving patients through medical centers, telemedicine platforms and a high complexity medical diagnostics laboratory processing thousands of COVID-19 specimens is delighted to announce the completion of its Kai Medical Laboratory (""Kai Lab"") expansion."
Accelerate Diagnostics Announces CE Mark And Availability In Europe Of Fast Antimicrobial Susceptibility Test For Use With Existing ID Systems,https://www.laboratorynetwork.com/doc/accelerate-diagnostics-ce-mark-europe-antimicrobial-susceptibility-test-for-existing-id-systems-0001,8/3/2021,"Accelerate Diagnostics, Inc. (NASDAQ:AXDX) today announced that the new IVD configuration of its Accelerate PhenoTest® BC kit has been CE marked and is ready for use in Europe."
Philips Genomics Workspace Enables Integration Of The Largest-Scale FDA-Cleared Cancer Genetic Test At NYU Langone Health,https://www.laboratorynetwork.com/doc/philips-genomics-workspace-enables-integration-test-at-nyu-langone-health-0001,8/3/2021,"Royal Philips (NYSE: PHG, AEX: PHIA), a global leader in health technology, today announced that New York Langone Health’s Department of Pathology will leverage Philips Genomics Workspace (formerly part of IntelliSpace Precision Medicine Platform) to integrate into their EMR (electronic medical record) environment."
OpGen Achieves Key Development Milestone In Unyvero A30 RQ Platform Program,https://www.laboratorynetwork.com/doc/opgen-achieves-key-development-milestone-in-unyvero-a-rq-platform-program-0001,8/3/2021,"OpGen, Inc. (Nasdaq: OPGN, “OpGen”), a precision medicine company harnessing the power of molecular diagnostics and bioinformatics to help combat infectious disease, today announced that its subsidiary Curetis GmbH and its instrument development and engineering partner have assembled 10 final pre-series release analyzer instruments of the Unyvero A30 RQ platform."
AXIM® Biotechnologies To Acquire Technology Including Two FDA-Cleared 510(k)’s For Diagnostic Testing Of Dry Eye Disease,https://www.laboratorynetwork.com/doc/axim-biotechnologies-to-acquire-technology-including-diagnostic-testing-of-dry-eye-disease-0001,8/3/2021,"AXIM® Biotechnologies, Inc. (OTCQB: AXIM) (“AXIM® Biotech,” “AXIM” or “the Company”), a leader in the development of diagnostic testing for COVID-19 and cancer, announced today that the Company has signed a Binding Term Sheet to acquire the technology for the testing of Dry Eye Disease (DED), including two FDA authorizations and approvals for the commercial sale of two ophthalmic diagnostic lab tests."
Myriad Genetics Expands Access To Genetic Testing With Launch Of First Polygenic Breast Cancer Risk Assessment Score Validated For Women Of All Ancestries,https://www.laboratorynetwork.com/doc/myriad-genetics-expands-access-assessment-score-validated-all-ancestries-0001,8/2/2021,"Advancing its mission to expand access to genetic testing, Myriad Genetics, Inc. (NASDAQ: MYGN), a leader in genetic testing and precision medicine, today launched a new version of its market-leading MyRisk Hereditary Cancer Test."
TAAG Genetics Secures AOAC Validation For F41 VIP PCR Kit,https://www.laboratorynetwork.com/doc/taag-genetics-secures-aoac-validation-for-f-vip-pcr-kit-0001,8/2/2021,"TAAG Genetics announced today that its TAAG F41 VIP kit, a multiplex real-time PCR assay capable of detecting four separate foodborne pathogens in a single reaction, has been granted Performance Tested MethodsSM status from the AOAC Research Institute (certification #072101). AOAC promotes and conducts activities to help develop, improve, and validate proprietary testing methods."
FDA Clears Promega OncoMate MSI Dx Analysis System,https://www.laboratorynetwork.com/doc/fda-clears-promega-oncomate-msi-dx-analysis-system-0001,7/28/2021,Oncologists and pathologists in the United States can now access a new in vitro diagnostic (IVD) test that screens for Lynch syndrome in patients with colorectal cancer.
Eurofins Abraxis Announces The World’s First Rapid Glyphosate Method To Achieve AOAC Performance Test Method Certification Status,https://www.laboratorynetwork.com/doc/eurofins-abraxis-announces-the-worlds-first-rapid-glyphosate-method-to-achieve-status-0001,7/28/2021,"Eurofins Eurofins Abraxis, a developer, manufacturer and supplier of test kits and systems for laboratory analyses, announces that its ELISA assay (enzyme-linked immunosorbent assay) for the detection of Glyphosate, Eurofins Abraxis Glyphosate ELISA Kit, has been granted AOAC Research Institute Performance Tested Methods (PTM) status (AOAC Cert. No. 072104) for use with whole grain durum wheat, whole grain oats, oat groats, dried yellow peas, and dried red lentils."
